ToolName,TOOL_ID,Run,DATA_QUALITY,EQPType,LOT_ID,LogicalRecipeID,LotPurposeType,LotType,MachineRecipeID,PhysicalRecipeID,PortID,ProcessOpNum,ProductGrpID,ProductID,RECIPE_ID,RouteID,Technology,WAFER_ID,OunhHslCRwIRilo,iezpXSIRyQ,GPTmghByqMSY,pZXcGFNpzPf,BmpcKiosIw,XnKsCBLOqH,GEErHMkWtLOrD,ATisLDMDDfZrI,ZhitvZfLGQzyC,SwpYipezsdueC,YiAwOaAhwskZcEfg,CxPgKZCqQsFtMQZdEkFTQ,EcBnlzqiTwFxSSBTvYsYOOaCax,UYmpqidlVJQGSXnENDNUVUTbp,QveHzspDQenotLMRwWdjK,tzEiBNrESroInUjAStFCzgiCYU,OeFBBIdvVlvVTeDufgEbQZtuB,TyPUktVeQlH,ArsbiQzICA,ueAWtcWKJJ,WLGtKKqZiN,YffEHvEJjM,TNfKYBQBdc,ETYSQPkJNbQsmWtwf,dCEQyYYpj,taQyPEGv,dSqlDZohVx,pIzvhgujbH,XAsiHMsvPv,RUNSjtpEAy,YATWcaRqpB,nJdvUmCcjI,NACdQXDDBP,NyUITkJtCGK,QesumGN,ETcatZBXS,RnVvcKsHhDEyb,tMqophNywoUtXsGZAeVHBvtFjuyM,WTcLPnkDtRwBuCou,CalcStepSeq,CalcLoopSeq,new_timestamp
A,A,62302,65.71,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,4,11.0,0.98,1.0,1.0,4.19,324.0,121.0,131.0,147.0,138.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.51,0.738,4853.0,1.0,1.0,0.0,2.0,1001.0,2003.0,0.74,23.0,1000.0,81.0,1890.0,75.0,12.0,12.0,2023-03-21
A,A,62302,65.71,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,4,11.0,0.98,1.0,1.0,4.19,321.0,121.0,132.0,147.0,138.0,6.0,3.0,0.0,7.0,5.84,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.01,207.0,2.51,0.738,4853.0,0.0,0.0,0.0,2.0,1001.0,2003.0,0.74,23.0,3100.0,81.0,1890.0,75.0,12.0,12.0,2023-03-21
A,A,62302,65.71,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,4,18.0,0.98,1.0,1.0,4.36,446.0,120.0,132.0,148.0,138.0,5.0,3.0,0.0,6.99,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,204.0,2.51,0.738,4853.0,1.0,0.0,0.0,2.0,1016.0,2131.0,0.74,24.0,200.0,81.0,1890.0,75.0,13.0,13.0,2023-03-21
A,A,62302,65.71,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,4,74.0,0.98,1.0,1.0,1.79,392.0,120.0,132.0,148.0,138.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.01,144.0,2.47,0.738,4853.0,1.0,0.0,0.0,0.0,7.0,36.0,0.74,24.0,2600.0,81.0,1890.0,75.0,13.0,13.0,2023-03-21
A,A,62302,65.71,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,4,101.0,0.98,1.0,1.0,1.09,326.0,120.0,132.0,148.0,138.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.01,120.0,2.47,0.738,4853.0,1.0,0.0,0.0,0.0,0.0,0.0,0.74,-2.0,0.0,81.0,1890.0,75.0,14.0,14.0,2023-03-21
A,A,62302,65.71,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,4,109.0,0.98,1.0,1.0,0.8,320.0,120.0,132.0,147.0,136.0,3.0,3.0,0.0,7.0,5.84,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.0,107.0,2.47,0.738,4853.0,1.0,1.0,0.0,0.0,0.0,0.0,0.74,-2.0,0.0,81.0,1890.0,75.0,14.0,14.0,2023-03-21
A,A,62303,62.82,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,7,12.0,0.98,1.0,1.0,4.3,313.0,120.0,132.0,152.0,139.0,4.0,3.0,0.0,7.0,5.87,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,208.0,2.47,0.738,4854.0,1.0,0.0,0.0,9.0,1008.0,2003.0,0.74,21.0,1600.0,81.0,1890.0,75.0,8.0,8.0,2023-03-21
A,A,62303,62.82,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,7,29.0,0.98,1.0,1.0,4.25,312.0,120.0,132.0,152.0,139.0,4.0,3.0,0.0,7.0,5.86,0.0,9.49,13.0,111.0,16.03,126.0,0.0,0.0,207.0,2.47,0.738,4854.0,1.0,0.0,0.0,3.0,1002.0,2003.0,0.74,21.0,4100.0,81.0,1890.0,75.0,8.0,8.0,2023-03-21
A,A,62303,62.82,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,7,58.0,0.98,1.0,1.0,4.22,312.0,120.0,132.0,152.0,139.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4854.0,1.0,0.0,0.0,3.0,1004.0,2001.0,0.74,22.0,0.0,81.0,1890.0,75.0,9.0,9.0,2023-03-21
A,A,62303,62.82,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,7,87.0,0.98,1.0,1.0,4.21,318.0,120.0,132.0,152.0,139.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.01,207.0,2.47,0.738,4854.0,1.0,0.0,0.0,3.0,1001.0,2001.0,0.74,22.0,2600.0,81.0,1890.0,75.0,9.0,9.0,2023-03-21
A,A,62303,62.82,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,7,104.0,0.98,1.0,1.0,4.19,325.0,120.0,132.0,152.0,139.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.01,207.0,2.47,0.738,4854.0,1.0,0.0,0.0,3.0,1001.0,2003.0,0.74,23.0,300.0,81.0,1890.0,75.0,10.0,10.0,2023-03-21
A,A,62303,62.82,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,7,136.0,0.98,1.0,1.0,2.48,429.0,120.0,132.0,152.0,137.0,3.0,3.0,0.0,7.0,5.84,0.0,9.49,13.0,0.0,0.16,0.0,0.0,0.01,164.0,2.47,0.738,4854.0,1.0,0.0,0.0,1.0,67.0,175.0,0.74,24.0,1700.0,81.0,1890.0,75.0,11.0,11.0,2023-03-21
A,A,62303,62.82,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,7,140.0,0.98,1.0,1.0,1.38,342.0,119.0,132.0,152.0,137.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.01,131.0,2.47,0.738,4854.0,1.0,0.0,0.0,0.0,1.0,0.0,0.74,24.0,3900.0,81.0,1890.0,75.0,11.0,11.0,2023-03-21
A,A,62304,57.5,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,10,138.0,0.98,1.0,1.0,4.3,313.0,120.0,133.0,156.0,139.0,4.0,3.0,0.0,7.0,5.87,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,208.0,2.47,0.738,4855.0,1.0,0.0,5.0,12.0,1009.0,2006.0,0.74,21.0,2200.0,81.0,1890.0,75.0,7.0,7.0,2023-03-21
A,A,62304,57.5,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,10,141.0,0.98,1.0,1.0,4.26,312.0,120.0,134.0,156.0,139.0,4.0,3.0,0.0,7.0,5.87,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4855.0,1.0,0.0,5.0,6.0,1004.0,2005.0,0.74,21.0,4500.0,81.0,1890.0,75.0,7.0,7.0,2023-03-21
A,A,62304,57.5,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,10,144.0,0.98,1.0,1.0,4.24,312.0,120.0,134.0,155.0,138.0,3.0,3.0,0.0,7.0,5.86,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4855.0,1.0,0.0,4.0,4.0,1004.0,2005.0,0.74,22.0,800.0,81.0,1890.0,75.0,8.0,8.0,2023-03-21
A,A,62304,57.5,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,10,144.0,0.98,1.0,1.0,4.24,313.0,120.0,134.0,156.0,138.0,3.0,3.0,0.0,7.0,5.86,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4855.0,1.0,0.0,4.0,4.0,1004.0,2006.0,0.74,22.0,2000.0,81.0,1890.0,75.0,8.0,8.0,2023-03-21
A,A,62304,57.5,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,10,152.0,0.98,1.0,1.0,4.21,326.0,120.0,134.0,156.0,138.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.01,207.0,2.47,0.738,4855.0,1.0,0.0,4.0,2.0,1001.0,2005.0,0.74,23.0,1800.0,81.0,1890.0,75.0,9.0,9.0,2023-03-21
A,A,62304,57.5,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,10,154.0,0.98,1.0,1.0,4.2,444.0,120.0,134.0,156.0,138.0,6.0,3.0,0.0,7.0,5.84,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.01,204.0,2.47,0.738,4855.0,0.0,0.0,2.0,2.0,1038.0,2004.0,0.74,24.0,0.0,81.0,1890.0,75.0,10.0,10.0,2023-03-21
A,A,62304,57.5,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,10,155.0,0.98,1.0,1.0,2.15,401.0,120.0,134.0,156.0,138.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,0.0,0.1,0.0,0.0,0.01,151.0,2.47,0.738,4855.0,1.0,0.0,0.0,0.0,13.0,35.0,0.74,24.0,2300.0,81.0,1890.0,75.0,10.0,10.0,2023-03-21
A,A,62304,57.5,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,10,156.0,0.98,1.0,1.0,1.21,332.0,120.0,134.0,156.0,138.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.01,123.0,2.47,0.738,4855.0,1.0,0.0,0.0,0.0,0.0,0.0,0.74,24.0,4700.0,81.0,1890.0,75.0,10.0,10.0,2023-03-21
A,A,62305,63.89,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,13,137.0,0.98,1.0,1.0,8.4,312.0,119.0,124.0,124.0,119.0,3.0,3.0,0.0,7.0,5.81,0.0,9.49,13.0,96.0,14.98,0.0,0.0,0.01,162.0,2.47,0.738,4856.0,1.0,0.0,34.0,5.0,997.0,1897.0,0.74,4.0,1900.0,81.0,225.0,75.0,3.0,3.0,2023-03-21
A,A,62305,63.89,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,13,16.0,0.98,1.0,1.0,4.27,311.0,121.0,131.0,147.0,140.0,4.0,3.0,0.0,7.0,5.87,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4856.0,1.0,0.0,0.0,2.0,1002.0,2003.0,0.74,21.0,3000.0,81.0,1890.0,75.0,10.0,10.0,2023-03-21
A,A,62305,63.89,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,13,10.0,0.98,1.0,1.0,4.24,311.0,121.0,131.0,147.0,140.0,4.0,3.0,0.0,7.0,5.86,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4856.0,1.0,0.0,0.0,2.0,1002.0,2003.0,0.74,21.0,5300.0,81.0,1890.0,75.0,10.0,10.0,2023-03-21
A,A,62305,63.89,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,13,11.0,0.98,1.0,1.0,4.21,319.0,121.0,132.0,147.0,139.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,206.0,2.47,0.738,4856.0,1.0,0.0,0.0,2.0,1002.0,2003.0,0.74,22.0,1900.0,81.0,1890.0,75.0,11.0,11.0,2023-03-21
A,A,62305,63.89,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,13,11.0,0.98,1.0,1.0,4.19,323.0,121.0,132.0,147.0,139.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,206.0,2.47,0.738,4856.0,1.0,0.0,0.0,2.0,1001.0,2001.0,0.74,22.0,4200.0,81.0,1890.0,75.0,11.0,11.0,2023-03-21
A,A,62305,63.89,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,13,12.0,0.98,1.0,1.0,4.19,326.0,121.0,132.0,147.0,138.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,206.0,2.47,0.738,4856.0,1.0,0.0,0.0,2.0,1001.0,2003.0,0.74,23.0,1600.0,81.0,1890.0,75.0,12.0,12.0,2023-03-21
A,A,62305,63.89,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,13,73.0,0.98,1.0,1.0,4.07,426.0,120.0,132.0,148.0,138.0,4.0,3.0,0.0,7.0,5.84,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,203.0,2.47,0.738,4856.0,1.0,0.0,0.0,2.0,1045.0,2131.0,0.74,24.0,200.0,81.0,1890.0,75.0,13.0,13.0,2023-03-21
A,A,62305,63.89,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,13,100.0,0.98,1.0,1.0,1.97,390.0,120.0,132.0,147.0,138.0,3.0,3.0,0.0,7.0,5.84,0.0,9.49,13.0,0.0,0.1,0.0,0.0,0.01,145.0,2.47,0.738,4856.0,1.0,0.0,0.0,0.0,11.0,25.0,0.74,24.0,2600.0,81.0,1890.0,75.0,13.0,13.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,11.0,0.98,1.0,1.0,4.37,313.0,120.0,132.0,152.0,139.0,12.0,3.0,0.0,7.0,5.95,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,209.0,2.47,0.738,4857.0,1.0,0.0,0.0,1.0,1001.0,2004.0,0.74,21.0,0.0,81.0,1890.0,75.0,9.0,9.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,20.0,0.98,1.0,1.0,4.28,312.0,120.0,132.0,153.0,139.0,4.0,3.0,0.0,7.0,5.9,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4857.0,1.0,0.0,0.0,1.0,1001.0,2003.0,0.74,21.0,2600.0,81.0,1890.0,75.0,9.0,9.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,53.0,0.98,1.0,1.0,4.25,312.0,120.0,132.0,153.0,139.0,4.0,3.0,0.0,7.0,5.87,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4857.0,1.0,0.0,0.0,1.0,1001.0,2003.0,0.74,21.0,5100.0,81.0,1890.0,75.0,9.0,9.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,91.0,0.98,1.0,1.0,4.21,318.0,120.0,132.0,153.0,139.0,3.0,3.0,0.0,7.0,5.86,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4857.0,1.0,0.0,0.0,1.0,1001.0,2003.0,0.74,22.0,2600.0,81.0,1890.0,75.0,10.0,10.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,110.0,0.98,1.0,1.0,4.19,325.0,120.0,132.0,153.0,138.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.01,207.0,2.47,0.738,4857.0,1.0,0.0,0.0,1.0,1001.0,2003.0,0.74,23.0,600.0,81.0,1890.0,75.0,11.0,11.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,139.0,0.98,1.0,1.0,1.9,386.0,120.0,132.0,153.0,138.0,3.0,3.0,0.0,7.0,5.84,0.0,9.49,13.0,0.0,0.1,0.0,0.0,0.0,143.0,2.47,0.738,4857.0,1.0,0.0,0.0,0.0,7.0,18.0,0.74,24.0,2800.0,81.0,1890.0,75.0,12.0,12.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,145.0,0.98,1.0,1.0,1.09,327.0,120.0,132.0,152.0,137.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.01,119.0,2.47,0.738,4857.0,1.0,1.0,0.0,0.0,0.0,0.0,0.74,-2.0,0.0,81.0,1890.0,75.0,13.0,13.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,147.0,0.98,1.0,1.0,0.82,321.0,120.0,132.0,152.0,137.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.0,108.0,2.47,0.738,4857.0,1.0,0.0,0.0,0.0,0.0,0.0,0.74,-2.0,0.0,81.0,1890.0,75.0,13.0,13.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,66.0,0.98,1.0,1.0,20.11,317.0,120.0,133.0,151.0,135.0,3.0,3.0,0.0,7.0,5.81,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.0,331.0,2.47,0.738,4857.0,1.0,0.0,0.0,0.0,0.0,0.0,0.74,-2.0,0.0,81.0,1890.0,75.0,13.0,13.0,2023-03-21
A,A,62306,67.47,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,16,11.0,0.98,1.0,1.0,2.37,315.0,120.0,132.0,151.0,134.0,3.0,3.0,0.0,7.0,5.82,0.0,9.49,13.0,0.0,0.06,0.0,0.0,0.01,154.0,2.47,0.738,4857.0,1.0,0.0,0.0,0.0,0.0,0.0,0.74,-2.0,0.0,81.0,1890.0,75.0,13.0,13.0,2023-03-21
A,A,62307,58.56,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,19,153.0,0.98,1.0,1.0,4.3,313.0,120.0,133.0,156.0,139.0,4.0,3.0,0.0,7.0,5.87,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4858.0,1.0,0.0,0.0,2.0,1002.0,2003.0,0.74,21.0,2200.0,81.0,1890.0,75.0,9.0,9.0,2023-03-21
A,A,62307,58.56,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,19,153.0,0.98,1.0,1.0,4.25,312.0,120.0,134.0,155.0,138.0,4.0,3.0,0.0,7.0,5.86,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.01,207.0,2.47,0.738,4858.0,1.0,0.0,0.0,2.0,1001.0,2003.0,0.74,21.0,4200.0,81.0,1890.0,75.0,9.0,9.0,2023-03-21
A,A,62307,58.56,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,19,157.0,0.98,1.0,1.0,4.23,313.0,120.0,134.0,156.0,138.0,4.0,3.0,0.0,7.0,5.86,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.0,207.0,2.47,0.738,4858.0,1.0,0.0,0.0,2.0,1001.0,2003.0,0.74,22.0,1800.0,81.0,1890.0,75.0,10.0,10.0,2023-03-21
A,A,62307,58.56,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,19,159.0,0.98,1.0,1.0,4.19,327.0,120.0,134.0,155.0,137.0,6.0,3.0,0.0,7.0,5.84,0.0,9.49,13.0,111.0,16.03,127.0,0.0,0.01,206.0,2.47,0.738,4858.0,1.0,0.0,0.0,2.0,1001.0,2001.0,0.74,23.0,2900.0,81.0,1890.0,75.0,11.0,11.0,2023-03-21
A,A,62307,58.56,A,A,A,Process Lot,Production,A,A,A,A,A,A,A,A,A,19,158.0,0.98,1.0,1.0,2.25,410.0,119.0,134.0,155.0,137.0,3.0,3.0,0.0,7.0,5.85,0.0,9.49,13.0,0.0,0.1,0.0,0.0,0.0,153.0,2.47,0.738,4858.0,1.0,0.0,0.0,11.0,22.0,40.0,0.74,24.0,2300.0,81.0,1890.0,75.0,12.0,12.0,2023-03-21
